Multiplier,SSIM,Cost function
mul4999,0.9939605160068858,2847.2504955030013
mul3999,0.9935032909863014,2859.544135198801
mul9994,0.9933709088161952,2847.2504955030013
mul4992,0.9928527510733388,2849.835955140001
mul4994,0.992103156377973,2790.609995016001
mul4924,0.9917342597261136,2793.143724417001
mul4941,0.9897881224244702,2803.247220634201
mul3913,0.9883593581857584,2827.6902637146004
mul4914,0.9877503790554708,2803.247220634201
mul4942,0.9849192707857992,2793.143724417001
mul9944,0.9840681744971588,2790.609995016001
mul4944,0.9828546881869143,2734.531907715001
mul4947,0.9802492406502292,2849.7951689382007
mul4949,0.9802399392648774,2790.609995016001
mul4842,0.9771853200106456,2810.2559893920006
mul4844,0.9749127196720204,2751.5033025480006
mul4444,0.932501189405432,2679.016233600001
mul1443,0.9302474234958122,2759.1244938180007
mul1444,0.9283607227065308,2747.032324920001
mul4244,0.9253547080803608,2737.013906880001
mul4441,0.924387818046718,2747.032324920001
mul4424,0.9220527069605304,2737.013906880001
mul4494,0.9180156119322996,2734.531907715001
mul4493,0.9177750534014326,2746.5897323232007
mul4394,0.9054631792880752,2746.5897323232007
mul4324,0.9025217773902968,2749.0962159864007
mul4344,0.8919520820130167,2690.956150664401
mul3343,0.8895697897147428,2714.9046553836006
mul4134,0.847962147572681,2759.1244938180007
mul4124,0.8428398897535239,2805.7512939840008
mul4194,0.8381901067592427,2803.247220634201
mul9999,0.998240267337608,2904.453409176001
mul9989,0.9981634325344968,2921.986959258601
mul9993,0.99794115639453,2859.544135198801
mul9994,0.997713124153656,2847.2504955030013
mul8994,0.9977099596347928,2864.5966605024005
mul9944,0.9972563564513468,2790.609995016001
mul9934,0.9969367377169268,2802.785727168001
mul9844,0.996648753147029,2807.768774932201
mul3994,0.995604451013655,2802.785727168001
mul4942,0.9950023424323832,2793.143724417001
mul2934,0.9944591999811058,2805.343941067201
mul2944,0.9940942326138064,2793.143724417001
mul4943,0.9938906543617896,2746.5897323232007
mul4843,0.9932928223360816,2763.6089585580003
mul4944,0.992684082469272,2734.531907715001
mul3943,0.991164858776949,2758.6704471282005
mul3941,0.9870107250659932,2815.4572970760005
mul9394,0.9862166117380436,2802.785727168001
mul9324,0.9849845603554328,2805.343941067201
mul9344,0.9833230225847108,2746.5897323232007
mul3394,0.9831844782449942,2758.6704471282005
mul4394,0.982541043585339,2746.5897323232007
mul4324,0.982028412519944,2749.0962159864007
mul4344,0.9799109316159572,2690.956150664401
mul3343,0.9769317485136882,2714.9046553836006
mul4442,0.9719520249469332,2737.013906880001
